,JM#,LQ Code,LQ Name,Density (lb/gal),pH,Viscosity (cP),Odor,Appearance,Clarity,Color,Quick Solids (%w/w),Foam Height,Date Tested,Adjustments?,QC Initials,Comments,ProdPush?,SubmittedBy,SubmittedTime,viscSpindle,viscSpeed,released
1039,JM00006261,LQSP-RNSP,LQ Spa Lavish Renew Deod Spray,,2.87,,Pass,Pass,Pass,Pass,,Null,2022-12-08 00:00:00,No,DRB,,,Sarah Burkart,2022-12-08 08:56:00,,,
1040,JM00006262,LQTR-LMSH-RT,LQ TropiClean Lime & Coconut Sh Retail,8.6361,5.8,7200.0,Pass,Pass,Pass,Pass,,Null,2022-12-05 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2022-12-05 16:41:31,,,
1041,JM00006263,LQSP-FHSP,LQ Spa Lavish For Him Cologne,8.3043,2.71,,Pass,Pass,Pass,Pass,,Null,2022-12-01 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-02 10:25:03,,,
1042,JM00006264,LQSP-PFTR,LQ SP - PF Tangle Remover,8.345,6.96,,Pass,Pass,Pass,Pass,,Null,2022-12-12 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-12 14:15:37,,,
1043,JM00006265,LQTR-SADT,LQ Stay Away Chew Deterrent,,7.69,,PASS,PASS,PASS,PASS,,,2024-02-29 07:29:38,NO,Javan Quiroz,,,Javan Quiroz,2024-02-29 07:29:57,,,PASS
1044,JM00006266,LQDS-AW,LQ Adv Whitening DHS-USA,8.6092,3.34,,Pass,Pass,Pass,Pass,,Null,2022-12-02 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-02 10:14:31,,,
1045,JM00006267,LQTR-KWCD,LQ TR Kiwi and Cocoa Butter Conditioner,8.1,6.16,12620.0,Pass,Pass,Pass,Pass,,Null,2022-12-06 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2022-12-06 15:17:24,,,
1046,JM00006268,LQSH-CR,SH Fresh & Soothing Calming Refresh,8.6162,7.68,10320.0,Pass,Pass,Pass,Pass,,Null,2022-12-08 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2022-12-09 09:19:39,,,
1047,JM00006269,LQSH-LV,SH Fresh & Soothing Lavish 4 in 1,8.6073,7.29,12360.0,Pass,Pass,Pass,Pass,,Null,2022-12-20 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-20 08:23:13,,,
1048,JM00006270,LQSH-OC,SH Fresh & Soothing Odor Control,8.6205,6.61,7340.0,Pass,Pass,Pass,Pass,,Null,2022-12-21 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-21 13:51:09,,,
1049,JM00006271,LQSH-OAIR,SH Fresh & Soothing Oatmeal Itch Relief,8.622,6.99,7060.0,Pass,Pass,Pass,Pass,,Null,2022-12-28 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-28 09:49:22,,,
1050,JM00006272,LQCM-TX-R2,LQ Hair Cream Texture Theory R2,7.9662,6.54,303100.0,Pass,Pass,Pass,Pass,,Null,2022-12-08 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2022-12-08 08:56:33,,,
1051,JM00006273,LQGL-TXSY-R2,LQ Styling Gel Texture Theory R2,8.3979,5.26,58750.0,Pass,Pass,Pass,Pass,0.0431,Null,2022-12-13 00:00:00,Yes,Sarah Burkart,Remix for 15mins @ 100% FWD,,Sarah Burkart,2022-12-13 14:22:36,,,
1052,JM00006275,LQDS-BASE,LQ Dental Health Solution BASE,8.5842,3.24,,PASS,PASS,PASS,PASS,,,2024-02-29 07:10:09,NO,Javan Quiroz,,,Javan Quiroz,2024-02-29 07:10:33,,,PASS
1053,JM00006276,LQSP-MNOCFM,LQ-Oral Care Foam/Spray for Dogs,8.636,3.92,,PASS,PASS,PASS,PASS,,,2023-02-28 00:00:00,NO,Javan Quiroz,,,Javan Quiroz,2024-02-29 07:11:00,,,PASS
1054,JM00006277,LQSH-SD,LQ SH - Short Double,8.6542,6.87,14560.0,Pass,Pass,Pass,Pass,,Null,2022-12-13 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-14 09:08:55,,,
1055,JM00006278,LQSP-FHSH,LQ Spa Lavish For Him Shampoo,8.6114,6.39,10750.0,Pass,Pass,Pass,PASS,,Null,2022-12-08 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2022-12-08 15:19:46,,,
1056,jm00006279,CM-ALEX,CM Aloe Extract,,4.38,,,,,,,,2022-12-06 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-21 00:00:00,,,
1057,JM00006280,LQOX-HASH,LQ Oxymed Hypo-Allergenic Shampoo,8.6726,7.3,14830.0,Pass,Pass,Pass,Pass,,Null,2022-12-09 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2022-12-09 09:12:13,,,
1058,JM00006281,LQTR-AWSH,LQ TR Awapuhi and Coconut Shampoo,8.6532,6.76,13100.0,Pass,Pass,Pass,Pass,,Null,2022-12-09 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-09 15:00:21,,,
1059,JM00006282,LQPL-DCSH-SS-R3,LQ PL Deep Cleaning Shampoo SS R3,8.6416,5.86,16.8,Pass,Pass,Pass,Pass,,Null,2022-12-08 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2022-12-08 08:57:08,,,
1060,JM00006283,LQSH-CW,LQ SH - Curly & Wavy,8.6515,6.74,8760.0,Pass,Pass,Pass,Pass,,Null,2022-12-12 00:00:00,Yes,Simeon Boda,Salt + Citric added. 4x Adjustments made.,,Simeon Boda,2022-12-12 14:04:43,,,
1061,JM00006284,LQPL-MSSH-SS-R3,LQ PL Moisturizing Shampoo SS R3,8.7325,5.68,,Pass,Pass,Pass,Pass,,Null,2022-12-12 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-12 14:16:42,,,
1062,JM00006285,LQFS-OCSH,LQ NP Fresh & Soothing Odor Control Sh,8.6207,7.24,5664.0,Pass,Pass,Pass,Pass,,Null,2022-12-12 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-12 14:13:39,,,
1063,JM00006286,LQDS-AW,LQ Adv Whitening DHS-USA,8.5698,3.33,,Pass,Pass,Pass,Pass,,Null,2022-12-09 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-09 14:58:25,,,
1064,JM00006288,LQTR-TTSH-RT,TropiClean Oatmeal & Tea Tree Sh Retail,8.5958,3.7,11040.0,Pass,Pass,Pass,Pass,,Null,2022-12-13 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-14 09:10:27,,,
1065,JM00006289,LQCL-DOG,LQ UO Dog & Puppy,,7.33,,Pass,Pass,Pass,Pass,,Null,2022-12-12 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2022-12-12 08:27:10,,,
1066,JM00006290,LQCL-VT,LQ UO Dog & Puppy Veterinary Strength,,7.76,,PASS,PASS,PASS,PASS,,,2024-02-28 07:09:43,NO,Javan Quiroz,,,Javan Quiroz,2024-02-28 07:09:57,,,PASS
1067,JM00006291,LQTR-BESH,LQ TropiClean Berry & Coconut Shampoo,8.6604,7.35,16510.0,Pass,Pass,Pass,Pass,0.19039999999999999,Null,2022-12-13 00:00:00,Yes,Sarah Burkart,Remix & top recycle for 20mins @ 100% FWD,,Sarah Burkart,2022-12-13 14:23:38,,,
1068,JM00006292,LQHC-CBSH,LQ HC Cherry Blossom Shampoo,8.665,6.95,9696.0,Pass,Pass,Pass,Pass,,Null,2022-12-15 00:00:00,No,Simeon Boda,Adjust color spec from Colorless to Colorless-Yellow,,Simeon Boda,2022-12-15 09:13:26,,,
1069,JM00006293,LQHC-PPSH,LQ HC Pure Plum Shampoo,8.6428,7.08,13010.0,Pass,Pass,Pass,Pass,,Null,2022-12-13 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2022-12-13 16:43:50,,,
1070,JM00006294,LQSH-FSWS,LQ Shampoo Fresh & Soothing Waterless,8.3312,7.34,,Pass,Pass,Pass,Pass,,Null,2022-12-12 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-14 09:06:03,,,
1071,JM00006295,LQDS-CA,LQ Dental Health Solution Dogs/Cat Canad,8.5851,3.74,,PASS,PASS,PASS,PASS,,,2024-02-29 07:09:45,NO,Javan Quiroz,,,Javan Quiroz,2024-02-29 07:10:04,,,PASS
1072,JM00006296,LQGL-BASE,LQ Base- Clean Teeth Gel & Brushing Gel,8.3681,5.49,66720.0,Pass,Pass,Pass,Pass,,Null,2022-12-14 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-14 09:07:06,,,
1073,JM00006297,LQPL-LSSH-SS-R2,LQ PL Lustrous Coat Shampoo SS R2,8.6805,5.65,,Pass,Pass,Pass,Pass,,Null,2022-12-14 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-14 09:07:56,,,
1074,JM00006298,LQPL-STSH-SS-R2,LQ PL Oatmeal Soothing Shampoo SS R2,8.7058,5.79,20.4,Pass,Pass,Pass,Pass,,Null,2022-12-15 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-15 09:17:58,,,
1075,JM00006299,LQTR-LMSH,LQ TropiClean Lime & Coconut Shampoo,8.6195,5.43,26060.0,PASS,PASS,PASS,PASS,,,2024-02-28 07:10:06,NO,Javan Quiroz,,,Javan Quiroz,2024-02-28 07:26:20,LV63,2.5,PASS
1076,JM00006300,LQTR-ALSH-RT,LQ TR Aloe and Coconut Shampoo Retail,8.6536,7.05,12240.0,,,,,,,2022-12-15 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
1077,JM00006301,LQPL-BISH-SS-R2,LQ PL Brightening Shampoo SS R2,8.64,5.8,14.4,PASS,PASS,PASS,PASS,,,2024-02-28 07:05:28,NO,Javan Quiroz,,,Javan Quiroz,2024-02-28 07:06:06,LV61,10,PASS
1078,JM00006302,LQSH-HBWS,LQ Shampoo Hairball Waterless Solution,,7.14,,Pass,Pass,Pass,Pass,,Null,2022-12-15 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2022-12-15 11:46:21,,,
1079,JM00006303,LQFS-LVCD,LQ FS Lavish 4 in 1 Shampoo+Conditioner,8.6146,6.96,6384.0,Pass,Pass,Pass,Pass,,Null,2022-12-15 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-15 08:28:57,,,
1080,JM00006304,LQSH-PYWS,LQ SH Papaya & Coconut Waterless,,7.41,,Pass,Pass,Pass,Pass,,Null,2022-12-17 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2022-12-19 15:33:12,,,
1081,JM00006305,LQGL-AFPB,LQ Gel Alcohol Free Peanut Butter,8.0815,4.26,59100.0,Pass,Pass,Pass,Pass,,Null,2022-12-15 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-15 09:11:46,,,
1082,JM00006306,LQPL-MSCD-SS-R2,LQ PL Moisturizing Conditioner SS R2,8.5493,7.16,4320.0,Pass,Pass,Pass,Pass,,Null,2022-12-22 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-22 08:56:07,,,
1083,JM00006307,LQPL-ORSH-SS-R2,LQ PL Oil Reducing Shampoo SS R2,8.6478,5.66,8.4,Pass,Pass,Pass,Pass,,Null,2023-12-16 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2023-01-13 10:48:41,,,
1084,JM00006309,LQSP-WCSH,LQ Spa Lavish White Coat Shampoo,8.6373,6.43,13340.0,Pass,Pass,Pass,Pass,,Null,2022-12-17 00:00:00,Yes,Sarah Burkart,100% purple adjustment was needed ,,Sarah Burkart,2022-12-19 15:33:53,,,
1085,JM00006310,LQTR-LMCD,LQ Trop. Lime & Cocoa Butter Conditioner,8.018,4.75,15410.0,Pass,Pass,Pass,Pass,,Null,2022-12-28 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-28 10:02:12,,,
1086,JM00006311,LQFT-HMSP,LQ FT Home & Pet Spray,8.3444,7.25,,Pass,Pass,Pass,Pass,,Null,2022-12-27 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-28 09:28:52,,,
1087,JM00006312,LQDS-BASE-CONC,LQ Dental Health Solution Base CONC,8.604,3.28,,PASS,PASS,PASS,PASS,,,2024-02-29 07:58:15,NO,Javan Quiroz,,,Javan Quiroz,2024-02-29 07:58:30,,,PASS
1088,JM00006313,LQTR-BESH-RT,LQ Trop Berry & Coconut Shampoo Retail,8.6514,7.26,9168.0,Pass,Pass,Pass,Pass,,Null,2022-12-22 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-22 08:06:22,,,
1089,JM00006314,LQEC-AF-R2,LQ Ear Cleaner - Alcohol Free R2,,2.49,,Pass,Pass,Pass,Pass,,Null,2022-12-17 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2022-12-19 13:39:37,,,
1090,JM00006315,LQSH-HAWS,LQ SH Hypo-Allergenic Waterless,,7.49,,Pass,Pass,Pass,Pass,,Null,2022-12-16 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2023-01-13 10:49:17,,,
1091,JM00006316,LQSH-DCWS,LQ SH Deep Cleansing Waterless,8.3467,7.97,,Pass,Pass,Pass,Pass,,Null,2022-12-21 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-21 13:50:14,,,
1092,JM00006317,LQTR-BESH,LQ TropiClean Berry & Coconut Shampoo,8.6686,6.82,17470.0,Pass,Pass,Pass,Pass,,Null,2022-12-21 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2022-12-21 08:17:18,,,
1093,JM00006318,LQTR-ALSH,LQ TR Aloe and Coconut Shampoo,8.6746,6.46,22990.0,Pass,Pass,Pass,Pass,,Null,2022-12-17 00:00:00,Yes,Sarah Burkart,,,Sarah Burkart,2022-12-19 15:34:29,,,
1094,JM00006319,LQSH-PSLS-PM,LQ PL Lustrous Coat Shampoo PM,8.5964,6.21,7620.0,Pass,Pass,Pass,Pass,,Null,2022-12-20 00:00:00,Yes,Sarah Burkart,,,Sarah Burkart,2022-12-20 11:45:15,,,
1095,JM00006320,LQSH-PSDC-PM,LQ PL Deep Cleansing Shampoo PM,8.622,6.46,21000.0,Pass,Pass,Pass,Pass,,Null,2022-12-28 00:00:00,Yes,Simeon Boda,N/A,,Simeon Boda,2022-12-28 09:38:16,,,
1096,JM00006321,LQSH-PSSR-PM,LQ PL Shed Reducing Shampoo PM,8.5987,6.21,4380.0,Pass,Pass,Pass,Pass,,Null,2022-12-29 00:00:00,Yes,Simeon Boda,N/A,,Simeon Boda,2022-12-29 13:33:08,,,
1097,JM00006322,LQDS-BASE,LQ Dental Health Solution BASE,8.568,3.24,,Pass,Pass,Pass,Pass,,Null,2022-12-20 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-20 08:21:59,,,
1098,JM00006323,LQTR-GNSH,LQ TR Gentle Coconut Puppy Shampoo,8.6743,6.99,18620.0,Pass,Pass,Pass,Pass,,Null,2022-12-19 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-19 08:29:39,,,
1099,JM00006324,LQSP-TSSH,LQ Spa Lavish Tear Stain Remover,8.5484,6.84,7872.0,Pass,Pass,Pass,Pass,,Null,2022-12-20 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-20 08:20:58,,,
1100,JM00006325,CL-BL1-MX,Blue #1 Color Mix,,,,PASS,PASS,PASS,PASS,,,2024-02-29 07:55:09,NO,Javan Quiroz,,,Javan Quiroz,2024-02-29 07:55:17,,,PASS
1101,JM00006326,LQGL-PB,LQ Gel - Peanut Butter Gel For Dogs,8.3023,5.44,58560.0,Pass,Pass,Pass,Pass,,Null,,No,Simeon Boda,N/A,,Simeon Boda,2022-12-28 10:03:01,,,
1102,JM00006327,LQGL-GN,LQ Gel - Puppy & Cat Gentle Formula,8.3265,5.52,42240.0,Pass,Pass,Pass,Pass,,Null,2022-12-29 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-29 14:04:39,,,
1103,JM00006328,LQDS-HJ,LQ DHS + Hip & Joint Support,8.6216,3.38,,Pass,Pass,Pass,Pass,,Null,2022-12-22 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-22 08:05:28,,,
1104,JM00006329,LQDS-CA,LQ Dental Health Solution Dogs/Cat Canad,8.6029,3.8,,Pass,Pass,Pass,Pass,,Null,2023-01-03 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-03 14:02:30,,,
1105,JM00006330,LQOX-EC,LQ OxyMed Ear Cleaner,,1.79,,Pass,Pass,Pass,Pass,,Null,2022-12-28 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-28 09:47:57,,,
1106,JM00006332,LQHC-SMSH,LQ HC Sweet Mandarin Shampoo,8.6616,6.75,15940.0,Pass,Pass,Pass,Pass,,Null,2022-12-28 00:00:00,No,Simeon Boda,Adjust range to Colorless - Yellow instead of Colorless.,,Simeon Boda,2022-12-28 14:23:35,,,
1107,JM00006333,LQOX-MT,LQ Oxymed Medicated Treatment,8.1542,3.07,19060.0,Pass,Pass,Pass,Pass,,Null,2022-12-29 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-29 14:13:19,,,
1108,JM00006335,LQFT-SH,LQ Natural Flea & Tick Shampoo,8.2521,7.35,11140.0,Pass,Pass,Pass,Pass,,Null,2022-12-30 00:00:00,Yes,Simeon Boda,Remix Needed.,,Simeon Boda,2022-12-30 11:42:06,,,
1109,JM00006336,LQDS-HJ,LQ DHS + Hip & Joint Support,8.5985,3.31,,Pass,Pass,Pass,Pass,,Null,2023-01-04 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-04 11:43:05,,,
1110,JM00006337,LQDS-AW,LQ Adv Whitening DHS-USA,8.5881,3.33,,Pass,Pass,Pass,Pass,,Null,2022-12-29 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-29 14:09:31,,,
1111,JM00006338,LQDS-SC,LQ DHS Support Skin Health,8.5997,3.29,,Pass,Pass,Pass,Pass,,Null,2022-12-30 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-30 08:38:05,,,
1112,JM00006339,LQPL-MSSH-SS-R3,LQ PL Moisturizing Shampoo SS R3,8.7362,5.68,27.0,Pass,Pass,Pass,Pass,,Null,2022-12-29 00:00:00,No,Sarah Burkart,An extra 154.5 lbs of Endinol was accidently added to this batch,,Sarah Burkart,2022-12-29 15:58:25,,,
1113,JM00006341,LQPL-HASH-SS-R3,LQ PL Hypo-Allergenic Shampoo SS R3,8.6309,5.88,4.8,Pass,Pass,Pass,Pass,,Null,2023-01-03 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-03 13:58:37,,,
1114,JM00006343,LQTR-NCSH-RT,LQ TR Neem Citrus Shampoo Retail,8.5836,6.6,55.2,Pass,Pass,Pass,Pass,,Null,2023-01-04 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2023-01-05 08:24:19,,,
1115,JM00006344,LQSP-PRSH-RT,LQ SP Pure Shampoo Retail,8.5455,7.32,7008.0,Pass,Pass,Pass,Pass,,Null,2022-12-30 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2023-01-02 08:39:50,,,
1116,JM00006345,LQSP-NRCD,LQ Spa Lavish Nourish Conditioner,7.9861,6.01,13010.0,Pass,Pass,Pass,Pass,,Null,2022-01-02 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-04 14:42:46,,,
1117,JM00006346,LQSP-WCSH-RT,LQ Spa Lavish White Coat Shampoo Retail,8.6304,6.58,11570.0,Pass,Pass,Pass,Pass,,Null,2022-01-03 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-03 10:07:51,,,
1118,JM00006347,LQSP-RNSH-RT,LQ Spa Lavish Renew Shampoo Retail,8.6113,6.44,10510.0,Pass,Pass,Pass,Pass,,Null,2023-01-03 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2023-01-03 15:07:55,,,
1119,JM00006348,LQPL-STSH-SS-R2,LQ PL Oatmeal Soothing Shampoo SS R2,8.696,5.77,18.6,Pass,Pass,Pass,Pass,,Null,2022-12-29 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-29 14:03:45,,,
1120,JM00006349,LQTR-PYSH-RT,LQ TR Papaya & Coconut Shampoo Retail,8.6542,6.6,7728.0,Pass,Pass,Pass,Pass,,Null,2022-12-30 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2022-12-30 08:06:07,,,
1121,JM00006351,LQOX-ISSH,LQ OX iSmart Shampoo,8.642,3.98,11040.0,Pass,Pass,Pass,Pass,,Null,2023-01-03 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-03 10:02:53,,,
1122,JM00006352,LQSH-TD,LQ SH - Thick Double,8.627,6.41,8600.0,Pass,Pass,Pass,Pass,,Null,2023-01-03 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-03 10:09:07,,,
1123,JM00006353,LQSP-RS,SP Rose Water,8.3584,7.38,,Pass,Pass,Pass,Pass,,Null,2023-01-26 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-26 13:37:48,,,
1124,JM00006354,LQSH-DRWS,LQ SH Dander Reducing Waterless Cat,8.3099,7.41,,,,,,,,2023-01-06 00:00:00,NO,Devin Brand,Historical Data,,Alexander Duchild,2023-02-06 16:47:59,,,
1125,JM00006355,LQSH-WA,SH Watermelon,8.6319,7.29,9100.0,PASS,PASS,PASS,PASS,0.1367,,2024-02-29 08:02:18,NO,Javan Quiroz,,,Javan Quiroz,2024-02-29 08:02:47,LV63,6,PASS
1126,JM00006356,LQDR-BASE,LQ Drops for Dogs/Cats- USA,8.5143,3.74,,Pass,Pass,Pass,Pass,,Null,2023-01-04 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-04 11:44:00,,,
1127,JM00006358,LQSH-LV,SH Fresh & Soothing Lavish 4 in 1,8.6207,6.96,12860.0,Pass,Pass,Pass,Pass,0.11800000000000001,Null,2023-01-06 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2023-01-09 11:27:44,,,
1128,JM00006359,LQTR-LMSH,LQ TropiClean Lime & Coconut Shampoo,8.6395,5.36,11710.0,Pass,Pass,Pass,Pass,,Null,2023-01-04 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-04 11:38:49,,,
1129,JM00006360,LQTR-PYSH,LQ TropiClean Papaya Coconut Shampoo,8.664,6.4,14210.0,Pass,Pass,Pass,Pass,,Pass,2023-01-04 00:00:00,Yes,Simeon Boda,N/A,,Simeon Boda,2023-01-04 14:21:31,,,
1130,JM00006361,LQTR-LMCD,LQ Trop. Lime & Cocoa Butter Conditioner,8.0708,4.91,14930.0,Pass,Pass,Pass,Pass,,Null,2023-01-05 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2023-01-05 07:32:05,,,
1131,JM00006362,LQSH-PSBI-PM,LQ PL Brightening Shampoo PM,8.5921,6.24,10840.0,Pass,Pass,Pass,Pass,,Null,2023-01-04 00:00:00,Yes,Sarah Burkart,75 lbs of Salt ,,Sarah Burkart,2023-01-09 11:30:13,,,
1132,JM00006365,LQPL-MSSH-SS-R3,LQ PL Moisturizing Shampoo SS R3,8.7268,5.62,16.8,Pass,Pass,Pass,Pass,,Null,2023-01-04 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2023-01-05 08:29:18,,,
1133,JM00006366,LQTR-KWCD,LQ TR Kiwi and Cocoa Butter Conditioner,8.1164,6.0,21170.0,Pass,Pass,Pass,Pass,,Null,2023-01-05 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2023-01-09 11:29:15,,,
1134,JM00006367,LQSH-DCWS,LQ SH Deep Cleansing Waterless,8.3089,7.77,,Pass,Pass,Pass,Pass,,Null,2023-01-11 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-11 08:53:14,,,
1135,JM00006368,LQSH-PYWS,LQ SH Papaya & Coconut Waterless,8.3267,7.54,,Pass,Pass,Pass,PASs,,Null,2023-01-13 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2023-01-13 15:43:22,,,
1136,JM00006369,LQSH-RS,SH Rose Water,8.6218,7.07,7220.0,Pass,Pass,Pass,Pass,,Null,2023-02-01 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2023-02-13 14:47:58,,,
1137,JM00006370,LQSH-WA,SH Watermelon,8.6168,7.4,7480.0,Pass,Pass,Pass,Pass,,Null,2023-01-11 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-11 08:52:20,,,
1138,JM00006371,LQGL-BASE,LQ Base- Clean Teeth Gel & Brushing Gel,8.3254,5.67,68400.0,Pass,Pass,Pass,Pass,,Null,2023-01-06 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2023-01-09 11:28:11,,,
1139,JM00006372,LQSP-PRSH,LQ Spa Lavish Pure Shampoo Concentrated,8.5812,7.22,11520.0,Pass,Pass,Pass,Pass,,Null,2023-01-10 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-10 11:50:34,,,
1140,JM00006373,LQSP-FRSH,LQ Spa Lavish Fresh Shampoo,8.5947,6.3,8352.0,Pass,Pass,Pass,Pass,,Null,2023-01-12 00:00:00,Yes,Simeon Boda,N/A,,Simeon Boda,2023-01-12 11:26:43,,,
1141,JM00006374,LQCL-CT,LQ UO Cat & Kitten,,7.7,,Pass,Pass,Pass,Pass,,Null,2023-02-15 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2023-02-23 15:32:40,,,
1142,JM00006376,LQPL-MSCD-SS-R2,LQ PL Moisturizing Conditioner SS R2,8.5517,7.17,5870.0,Pass,Pass,Pass,Pass,,Null,2023-01-09 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-09 09:41:13,,,
1143,JM00006377,LQCL-DOG,LQ UO Dog & Puppy,,7.51,,Pass,Pass,Pass,Pass,,Null,2023-01-09 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-09 09:42:34,,,
1144,JM00006378,LQDS-PP,LQ DHS Adv Whitening(CAN)& Puppy(hybrid),8.5985,3.57,,Pass,Pass,Pass,Pass,,Null,2023-01-11 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-11 08:50:31,,,
1145,JM00006379,LQDS-BASE,LQ Dental Health Solution BASE,8.5723,3.3,,Pass,Pass,PASs,Pass,,Null,2023-01-12 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2023-01-13 15:44:12,,,
1146,JM00006380,LQCL-CT,LQ UO Cat & Kitten,,7.93,,Pass,Pass,Pass,Pass,,Null,2023-01-13 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-13 10:06:28,,,
1147,JM00006381,LQPL-HASH-SS,LQ PL Hypo-Allergenic/Puppy Shampoo SS,8.6154,8.25,,Pass,Pass,Pass,Pass,,Null,2023-01-09 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-09 13:38:00,,,
1148,JM00006382,LQPL-STSH-SS,LQ PL Oatmeal Soothing Shampoo SS,8.6561,8.32,,Pass,Pass,Pass,Pass,,Null,2023-01-12 00:00:00,No,Simeon Boda,N/A,,Simeon Boda,2023-01-12 11:34:33,,,
1149,JM00006383,LQPL-LSSH-SS,LQ PL Lustrous Coat Shampoo SS,8.5584,7.64,,Pass,Pass,Pass,Pass,,Null,2023-01-10 00:00:00,No,Sarah Burkart,,,Sarah Burkart,2023-01-10 16:25:21,,,
